,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
England_BellBeaker:I6776,0.1161,0.111708,0.059962,0.081719,0.014156,0.022311,0.00564,-0.005769,-0.013908,-0.023326,-0.000162,0.00045,-0.010555,-0.017753,0.017644,0.020021,-0.009648,0.012162,0.003771,0.00988,0.013601,0.006554,-0.008381,0.017834,0.000838
England_C_EBA_highEEF:I12776,0.135449,0.13405,0.063356,0.040698,0.02739,0.017849,-0.001175,-0.000462,0.001023,0.005103,-0.009094,0,-0.020218,-0.02546,0.029587,0.027446,0.003651,0.006714,0.000126,0.009254,0.00025,-0.000866,-0.003328,0.008194,-0.003712
England_C_EBA_highEEF:I2462,0.132035,0.138112,0.059962,0.026163,0.0397,0.006136,-0.00564,-0.004384,0.015339,0.030069,-0.006983,0.010041,-0.022299,-0.009909,0.017915,0.005304,0.001434,0.006208,0.001383,0.001501,0.010232,0.000495,-0.005176,-0.010001,-0.000239
England_C_EBA_lowEEF:I5373,0.120652,0.113739,0.064111,0.064277,0.042469,0.035419,0.00517,0.009461,-0.010635,-0.007836,-0.006983,0.007343,-0.0055,-0.023946,0.035423,0.019225,0.002608,-0.008488,0.003645,0.015507,0.003619,0.007048,0.003328,0.00253,-0.00467
England_C_EBA:I12786,0.130897,0.13405,0.068259,0.066215,0.033237,0.019522,0.00564,-0.001385,-0.013499,-0.018953,-0.016564,0.000899,-0.006541,-0.005092,0.028908,-0.011005,-0.022556,0.00228,-0.001634,0.004752,-0.003868,0.00136,-0.000739,0.003012,-0.001197
England_C_EBA:I14543,0.135449,0.131003,0.06675,0.05491,0.037545,0.018965,0.010575,0.007154,-0.00225,-0.007107,-0.004222,0.005095,-0.01115,-0.027249,0.024022,0.01485,0.012386,0.006714,-0.005531,0.001626,-0.002745,-0.001978,0.001972,0.013978,-0.002036
England_C_EBA:I14553,0.12862,0.118817,0.057322,0.058463,0.018465,0.019243,-0.005875,0.000462,-0.000818,-0.009659,-0.000812,0.001049,-0.009366,-0.015138,0.028366,0.012729,0.016559,0.005574,-0.005028,0.014507,0.004492,0.002968,0.000616,0.01217,-0.000479
England_C_EBA:I16395,0.125205,0.137096,0.068636,0.073644,0.008309,0.025937,0.00611,0.006461,-0.007772,-0.02606,-0.012666,-0.002847,-0.009663,-0.007294,0.015336,0.013392,-0.000782,-0.00038,-0.001383,0.006378,0.012852,0.009769,-0.008258,-0.001446,0.009101
England_C_EBA:I16396,0.125205,0.117801,0.055814,0.05491,0.03416,0.018407,0.006345,-0.000462,0.010226,0.000182,-0.00406,0.015736,-0.015758,-0.019955,0.019544,-0.003447,-0.02021,0.010008,0.015964,0.001751,0.010981,-0.002597,-0.009737,0.023256,-0.005149
England_C_EBA:I16400,0.126344,0.131003,0.061471,0.05491,0.035391,0.02259,0.00846,-0.002077,0.007363,0.006743,-0.00341,0.007493,-0.021704,-0.023396,0.019544,0.016441,0.007432,-0.00266,-0.003268,0.009379,0.0141,0.005564,0.00456,-0.001205,-0.000718
England_C_EBA:I16424,0.127482,0.12491,0.055814,0.069122,0.02462,0.018128,0.004465,0.006692,-0.005113,-0.005285,-0.000974,0.007943,-0.014866,-0.018854,0.03203,0.004773,0.002868,0.002154,0.005656,0.01063,-0.000374,0.009398,-0.000739,0.012893,0.00012
England_C_EBA:I18606,0.122929,0.131003,0.062979,0.056525,0.036007,0.023148,0.010575,0.003,0.000409,0.000547,0.00747,0.006894,-0.016204,-0.015001,0.02728,0.007292,-0.004433,0.004814,0.007793,0.008879,0.009858,0.005441,-0.009244,0.014219,0.004431
England_C_EBA:I20997,0.126344,0.131003,0.056191,0.062662,0.023081,0.026774,0.00564,-0.002538,-0.001023,-0.020228,0.00406,-0.001049,-0.013082,-0.010872,0.024701,-0.000265,-0.016689,0.003421,-0.00176,0.003252,0.005989,0.004822,-0.001972,0.005663,0.004191
England_C_EBA:I2421,0.126344,0.126941,0.070899,0.063308,0.037853,0.023706,0.00376,0.012461,0.006136,-0.002005,0.005521,0.003447,-0.020812,-0.028626,0.03108,0.015646,0.004694,0.001647,0.007165,0.006503,0.010856,0.009645,-0.002588,0.001807,-0.008023
England_C_EBA:I2457,0.125205,0.114755,0.069767,0.07106,0.032314,0.027889,0.002115,-0.001846,0.001432,-0.00656,-0.001786,0,-0.004757,-0.009083,0.02538,0.000265,-0.019949,0.00266,-0.003268,-0.000625,0.002496,0.013849,-0.00419,-0.00012,0.005389
England_C_EBA:I2461,0.121791,0.116786,0.05506,0.06783,0.027697,0.019801,0.00141,0.007154,-0.002863,-0.013668,-0.01088,0.001049,-0.011001,-0.021607,0.024294,0.006232,-0.007562,0.006968,-0.00352,0.006378,0.004866,0.003215,-0.003821,0.003253,0.004431
England_C_EBA:I2463,0.12862,0.128972,0.068636,0.073321,0.015387,0.019522,0.00141,0.011769,-0.000409,-0.016401,-0.010068,0.009292,-0.019029,-0.010459,0.02443,0.022142,0.001043,0.005701,-0.005154,0.01138,0.006489,-0.001978,-0.007765,0.010242,0.006347
England_C_EBA:I2566,0.118376,0.120848,0.070522,0.060724,0.037853,0.014502,0.00329,-0.003692,0.001841,-0.007289,0.000974,0.007194,-0.010555,-0.007982,0.021715,-0.001724,-0.026207,0.00266,0.00993,-0.001251,0.001996,-0.000495,0.003204,-0.008435,0.010658
England_C_EBA:I2597,0.127482,0.123895,0.059962,0.069122,0.02462,0.01506,0.00517,-0.000692,-0.000614,-0.007654,-0.006983,0.009292,-0.014866,-0.007019,0.02633,-0.004773,-0.017863,0.003041,0.008045,-0.001376,0.00549,0.006677,0.0053,0.000361,-0.008143
England_C_EBA:I2598,0.126344,0.123895,0.060716,0.064277,0.024004,0.024821,0.009635,0.006,-0.007772,-0.014032,0.003248,0.018883,-0.010852,-0.017753,0.02538,0.01127,-0.01356,0.003801,-0.00264,0.002376,-0.000374,0,0.006532,-0.009881,0.005508
England_C_EBA:I2601,0.121791,0.136081,0.064111,0.069768,0.033852,0.016733,0.001645,0.008307,-0.001636,0.000182,-0.009419,0.010341,-0.016353,-0.008257,0.036644,-0.007425,-0.018254,-0.003421,0.001131,0.001501,0.013102,0.005317,0,-0.007591,-0.004431
England_C_EBA:I2602,0.124067,0.125926,0.064865,0.06137,0.036314,0.013945,-0.00846,-0.000231,0.003681,-0.006196,-0.009419,0.006145,-0.011298,-0.019955,0.020901,0.02612,0.007171,-0.002914,0.003897,0.006128,0.004243,0.001855,0.003574,-0.002892,-0.002634
England_C_EBA:I2604,0.121791,0.123895,0.060339,0.060401,0.022773,0.023148,0.00658,0.006692,-0.001227,-0.01221,0.001137,0.003447,-0.012042,-0.020231,0.025787,0.019888,0.006389,-0.002407,0.004525,0.016258,-0.002995,0.004575,0.00419,0.006386,-0.004311
England_C_EBA:I2609,0.1161,0.133034,0.04978,0.063954,0.029852,0.023427,0.006345,0.001615,0.000409,-0.004009,-0.011367,0.002847,-0.000149,-0.01679,0.040037,0.009812,-0.006258,0,0.00817,0.02126,0.001373,-0.007666,-0.002095,0.006386,0.005987
England_C_EBA:I2618,0.129758,0.133034,0.063356,0.069122,0.035083,0.022032,0.010575,0.009692,0.007772,-0.009476,-0.001461,0.001049,-0.000892,-0.016652,0.026601,0.021877,0.012517,-0.002787,0.003394,0.002251,-0.000499,-0.003957,0.003451,0.008796,-0.002275
England_C_EBA:I5377,0.136588,0.131003,0.055814,0.057817,0.030775,0.024542,0.009165,0.005769,-0.006136,-0.000911,-0.001299,0.010041,-0.010258,-0.014588,0.021172,0.011933,0.001173,0.008108,0.004022,0.001501,-0.000499,0.003215,-0.003204,0.003735,-0.00455
England_C_EBA:I5441,0.118376,0.126941,0.049403,0.052972,0.018773,0.003626,0.00423,0.000462,-0.010226,-0.00164,-0.01153,-0.005995,-0.014569,-0.018854,0.019679,0.013524,-0.009388,-0.008615,0.001131,-0.009004,0.0141,0.01286,-0.005176,0.008676,0.005149
England_C_EBA:I6777,0.122929,0.112724,0.055814,0.06783,0.014156,0.03012,-0.000235,0.002538,0.002659,-0.016766,0,-0.00045,-0.006392,-0.008257,0.024294,0.000398,-0.020992,-0.000507,0.00352,-5.00E-04,0.005366,0.00779,-0.002835,0.011568,0.006107
England_C_EBA:I7569,0.121791,0.118817,0.058454,0.050388,0.025235,0.024542,0.009165,0.009923,0.014317,-0.008201,-0.007145,-0.006894,-0.017542,-0.021882,0.035559,0.011933,-0.004303,0.002154,-0.001006,0.008879,0.005615,0.007543,0.008627,0.016147,-0.004071
England_C_EBA:I7570,0.125205,0.129988,0.063733,0.063954,0.033237,0.019522,0.003055,0.010615,-0.000205,-0.007654,-0.00406,0.005845,-0.009663,-0.016102,0.019951,0.005171,-0.004563,0.000633,-0.001634,0.012881,-0.001497,0.006801,0.001725,0.005784,0.001796
England_C_EBA:I7573,0.119514,0.135065,0.067127,0.062016,0.036007,0.012829,0.003055,-0.000462,0.004909,-0.006743,-0.010393,0.008243,-0.009812,-0.015001,0.026058,0.003845,-0.021513,0.003167,0.010559,-0.002501,-0.000749,0.005317,0.002711,0.003012,-0.006466
England_C_EBA:I7635,0.126344,0.11577,0.059585,0.076874,0.029852,0.018965,0.006815,0.001846,-0.001636,-0.006014,-0.003735,0.004496,-0.007879,-0.018029,0.02158,0.023999,0.007823,0.0019,-0.002514,0.015132,-0.001248,0.001113,0.010106,0.004217,-0.013891
England_C_EBA:I7638,0.129758,0.131003,0.061471,0.07106,0.022773,0.020359,0.009635,0.009692,-0.006954,-0.009659,-0.00406,0.009741,-0.002825,-0.021469,0.012622,-0.000928,0.001043,0.005194,0.000754,0.000625,0.004617,0.003091,-0.002588,0.010242,0.003952
England_Derbyshire_IA.SG:CE003.SG,0.125205,0.119832,0.053928,0.05168,0.038161,0.022032,0.01034,-0.003461,-0.009817,-0.002187,0.002598,-0.002997,-0.01665,-0.025598,0.036644,0.014717,0.004042,-0.00266,-0.008799,0.02076,0.015223,0.006677,-0.005053,0.003374,-0.005149
England_EarlyMedieval_o:I14539,0.136588,0.133034,0.073161,0.065569,0.048009,0.023427,-0.009165,-0.003461,0.006545,-0.00656,-0.002436,0.006294,-0.00892,-0.010459,0.033523,0.011933,-0.01017,0.006334,-0.000503,0.017258,0.010981,0.010634,-0.001356,0.006507,-0.007065
England_EarlyMedieval_Saxon_o:I3011,0.117238,0.131003,0.04186,0.007429,0.037545,0.006136,-0.00517,0.005769,0.008999,0.019135,-0.002761,0.006444,-0.010258,-0.00812,-0.000407,0.01127,-0.00339,0.008235,0.006536,0.006253,-0.003743,0.008656,-0.000986,0.003012,-0.002754
England_EarlyMedieval_Saxon_oSteppe:I20656,0.132035,0.125926,0.072407,0.063954,0.038469,0.017012,0.003995,0.007846,0.003886,-0.00328,-0.00406,0.010641,-0.014569,-0.003853,0.027687,0.016706,-0.0103,0.002154,0.004651,0.005378,0.011105,0.008779,-0.006162,0.010845,0.00012
England_EarlyMedieval_Saxon:I0157,0.130897,0.138112,0.061471,0.055233,0.039084,0.023706,0.009635,0.00923,0.002659,-0.006196,-0.003248,0.006744,-0.012933,-0.012661,0.029723,0.009016,-0.009127,0.003927,0.010307,0.004752,0.002371,-0.005317,-0.006532,0.023497,0.000479
England_EarlyMedieval_Saxon:I0159,0.126344,0.136081,0.061094,0.052003,0.038469,0.024263,-0.00047,0.009461,0,-0.004009,-0.003897,0.003447,-0.009514,-0.011973,0.030266,0.008751,-0.006128,-0.003547,0.002137,0.009755,0.006613,0.005935,-0.005793,0.013255,0.001078
England_EarlyMedieval_Saxon:I0161,0.130897,0.131003,0.059208,0.048773,0.040623,0.022311,0.00423,0.006,0.002454,0.005467,-0.001786,0.004946,-0.009217,-0.013074,0.021444,0.010077,0,0.005828,0.004525,0.006253,0.006613,-0.003833,0.001849,0.015303,0.003473
England_EarlyMedieval_Saxon:I0531,0.137726,0.136081,0.057699,0.074613,0.032006,0.017012,0.017861,0.014076,0.00634,-0.007654,-0.00406,0.003897,-0.019772,-0.017753,0.039087,0.009281,-0.010822,0.004307,0.009679,0.011506,0.015847,-0.010881,-0.00949,0.01458,0.005149
England_EarlyMedieval_Saxon:I0769,0.132035,0.128972,0.068259,0.059755,0.04647,0.022869,0.00611,0.000923,-0.000614,-0.007472,-0.005684,0.005245,-0.011596,-0.010735,0.028908,0.019888,0.006258,-0.002154,0.011313,0.010255,0.004118,0.002349,-0.000739,0.019521,-0.001796
England_EarlyMedieval_Saxon:I0773,0.136588,0.12491,0.070522,0.073644,0.044008,0.025937,0.00094,0.009923,0.002863,-0.004191,-0.010555,0.006145,-0.008176,-0.018579,0.018187,0.007955,-0.002477,0.000633,0.008422,0.006253,0.00574,-0.004451,-0.006039,0.01458,-0.000239
England_EarlyMedieval_Saxon:I0774,0.133173,0.135065,0.056568,0.049419,0.040931,0.015339,0.007285,0.004615,0.001023,0.004374,-0.001624,0.004196,-0.004311,-0.006193,0.019408,0.003713,-0.01708,0.002534,0.00729,0.000625,0.005366,0.000989,0.001602,0.011086,-0.005269
England_EarlyMedieval_Saxon:I0777,0.135449,0.13405,0.064111,0.052972,0.043393,0.013666,0.0047,0.008538,0.007976,-0.002187,-0.006333,0.004346,-0.009366,-0.01968,0.019001,0.020684,0.002217,0.003927,0.007039,0.005253,0.005989,0.008532,-0.007025,0.007471,-0.005748
England_EarlyMedieval_Saxon:I0791,0.121791,0.129988,0.056945,0.041344,0.038161,0.017012,0.00517,0.001154,0.011044,0.007836,-0.002923,0.011839,-0.018285,-0.012799,0.021987,0.014717,-0.009518,-0.001647,0.007793,0.002876,0.007612,-0.001855,0.009983,0.014942,0.004431
England_EarlyMedieval_Saxon:I11583,0.129758,0.127957,0.074293,0.069122,0.038161,0.024542,0.00658,0.001846,-0.003681,-0.005832,-0.015914,0.002098,-0.007433,-0.015276,0.019137,0.004508,-0.007823,-0.0019,0.004022,0.000625,0.002371,0.002597,-0.001109,0.018195,0.002754
England_EarlyMedieval_Saxon:I11584,0.126344,0.125926,0.060716,0.062339,0.047701,0.005857,0.007755,0.007384,-0.005727,0.002369,0.002598,-0.002997,-0.004608,-0.003716,0.018594,0.008751,-0.001695,0.009122,0.004148,0.007879,0.006988,0.004081,-0.008627,0.012893,0.000359
England_EarlyMedieval_Saxon:I11585,0.12862,0.13405,0.064488,0.055233,0.037545,0.028447,0.005875,0.006,-0.000205,-0.010205,-0.012666,0.002698,-0.008028,-0.01101,0.02443,0.01485,-0.004955,0.007095,0.00176,-0.001501,0.001996,-0.005441,-0.004067,0.016508,0.001557
England_EarlyMedieval_Saxon:I11586,0.122929,0.139128,0.050534,0.053295,0.032314,0.024821,0.002585,-0.003923,0.007567,0.004374,-0.008931,-0.008243,-0.007582,-0.017478,0.019408,0.017237,0.007041,0.000507,0.003897,0.001376,0.004991,0.000618,0.000739,0.013255,-0.000599
England_EarlyMedieval_Saxon:I11587,0.133173,0.131003,0.061094,0.056525,0.038161,0.023427,0.00235,0.001154,0.003886,0.004374,-0.005196,0.005245,-0.009366,-0.014588,0.021851,-0.002387,-0.008996,0.007855,0.007668,0.005753,0.008485,0.00136,0.003821,0.010483,0.000838
England_EarlyMedieval_Saxon:I11588,0.125205,0.127957,0.059585,0.060724,0.041238,0.018407,0.00376,0.004615,0.003886,-0.002916,-0.002111,0.009741,-0.005946,0.004404,0.027008,0.00358,-0.020992,0.006334,0.015209,-0.002501,0.006738,0.007048,0.010106,0.017352,-0.003712
England_EarlyMedieval_Saxon:I11589,0.132035,0.132019,0.056191,0.051357,0.032314,0.009482,0.00846,0.004615,0.006954,-0.004009,-0.001786,0.006145,-0.00773,-0.007844,0.020765,0.016441,0.013821,-0.004687,0.005782,0.008879,0.002246,0.007296,-0.0053,0.01205,0.007424
England_EarlyMedieval_Saxon:I11590,0.12862,0.127957,0.070144,0.060724,0.039084,0.013945,0.00799,0.007846,0.001023,-0.011299,0.000162,0.008992,-0.010555,-0.018992,0.026194,0.02201,0.01017,-0.005954,-0.001257,0.009505,0.011105,0.007172,0.008504,0.019039,-0.000359
England_EarlyMedieval_Saxon:I17268,0.12862,0.135065,0.071653,0.063631,0.038776,0.020359,0.003525,0.000692,0.000614,-0.00328,-0.011692,0.003447,-0.013379,-0.007844,0.030673,0.006099,-0.004433,0.004941,-0.003268,0.006878,0.01123,0.00371,0.003204,0.021208,0.005987
England_EarlyMedieval_Saxon:I20605,0.114961,0.140143,0.051666,0.027455,0.035699,0.003626,0.011045,-0.001385,0.022907,0.026606,-0.003735,0.015886,-0.011298,-0.029726,0.022937,0.013259,-0.012517,0.005194,-0.00817,0.014382,0.00861,0.003091,-0.000739,-0.008073,-0.011137
England_EarlyMedieval_Saxon:I20607,0.132035,0.135065,0.072407,0.049742,0.037545,0.016176,0.00799,0.009923,0.003272,0.006378,-0.008931,0.00045,-0.00996,-0.003441,0.015744,0.008353,-0.008736,-0.009882,0.014832,-0.000375,-0.004492,0.008532,-0.013434,0.01446,-0.006227
England_EarlyMedieval_Saxon:I20639,0.137726,0.131003,0.073161,0.062662,0.047393,0.016176,-0.000235,0.007154,0.003477,-0.010205,-0.013478,0.000749,-0.010258,-0.009358,0.03583,0.014585,-0.009648,0.003421,0.006411,0.006753,0.016596,0.006801,-0.005546,0.018557,-0.005868
England_EarlyMedieval_Saxon:I20640,0.125205,0.135065,0.07203,0.062662,0.04924,0.023427,0.00893,0.005307,-0.001023,0.001458,-0.007957,0.009142,-0.010406,-0.003716,0.025923,-0.002519,-0.016168,0.001267,0.002765,0.009129,0.011979,0.003091,-0.007518,0.006989,0.003712
England_EarlyMedieval_Saxon:I20641,0.134311,0.127957,0.065619,0.064277,0.043085,0.026774,0.004935,-0.000231,0.003068,-0.009659,-0.005359,0.004646,-0.009663,-0.009221,0.024973,0.005569,-0.026859,0.005321,0.005279,-0.001376,0.013351,0.001484,0.002958,0.010363,-0.00934
England_EarlyMedieval_Saxon:I20643,0.121791,0.133034,0.070144,0.067184,0.044316,0.016455,-0.00282,0,0.002454,-0.000729,-0.007957,-0.002548,-0.009366,-0.011973,0.020901,0.008486,-0.0103,0.004561,0.019357,0.003001,0.007861,-0.00136,-0.007888,0.023618,0.000239
England_EarlyMedieval_Saxon:I20644,0.129758,0.141159,0.062225,0.038114,0.048624,0.012271,0.00564,0.002308,0.010431,0.014214,-0.007957,0.004946,-0.011298,-0.01445,0.013029,0.0118,0.012778,-0.005954,-0.001885,0.010005,0.003244,0.003215,0.001232,0.010483,-0.005389
England_EarlyMedieval_Saxon:I20645,0.122929,0.131003,0.065996,0.05814,0.040007,0.018128,0.00423,-0.003461,0.00225,0,-0.012666,0.013938,-0.013528,-0.009083,0.035287,0.000265,-0.018645,-0.00266,0.002137,-0.000875,0.002371,0.008037,0.009983,0.027835,-0.007903
England_EarlyMedieval_Saxon:I20646,0.129758,0.128972,0.069767,0.061047,0.038469,0.018128,0.001645,0.009461,0.006954,-0.008565,-0.009256,3.00E-04,-0.008028,-0.009909,0.022937,0.019093,-0.000522,0.011149,0.001006,0.00025,0.015722,-0.002597,-0.004683,0.017472,-0.000958
England_EarlyMedieval_Saxon:I20649,0.126344,0.139128,0.071653,0.062985,0.040007,0.021753,-0.00329,0.00923,0.001841,-0.01221,-0.005359,0.001049,-0.011298,-0.000275,0.029587,-0.007425,-0.018775,0.012289,0.007793,-0.002626,0.004118,0.001978,0.003204,0.01699,-0.001916
England_EarlyMedieval_Saxon:I20650,0.130897,0.126941,0.063733,0.050388,0.042777,0.029284,0.00517,0.009692,-0.001841,-0.009841,-0.00682,0.003447,-0.010406,-0.010597,0.027416,0.001193,-0.028424,0.007348,0.012318,-0.002626,0.011854,0.003833,-0.003081,0.015906,-0.002754
England_EarlyMedieval_Saxon:I20652,0.134311,0.133034,0.077687,0.053618,0.037853,0.026495,-0.002585,0.004615,0.008999,-0.002369,-0.009256,0.006444,-0.014717,-0.001514,0.024565,-0.008353,-0.017863,0.00152,0.002388,0.002626,0.010357,0.003339,0.006039,0.008917,-0.005868
England_EarlyMedieval_Saxon:I20653,0.133173,0.120848,0.065242,0.049419,0.038161,0.01506,0.002585,-0.001846,0.00634,-0.009112,-0.007145,0.002248,-0.011744,-0.010046,0.02158,0.01432,-0.004303,-0.0019,-0.002263,0.001751,0.000624,0.005935,-0.005916,0.007953,-0.007544
England_EarlyMedieval_Saxon:I20654,0.133173,0.13405,0.073539,0.053618,0.0397,0.017849,0.009165,0.006923,0.003272,-0.008565,-0.005521,0.014387,-0.009217,-0.016102,0.016151,0.019888,0.009779,0.010895,0.007919,0.010005,0.004617,0.003339,-0.011955,0.022172,-0.000599
England_EarlyMedieval_Saxon:I20655,0.127482,0.135065,0.075047,0.054264,0.042162,0.021475,0.00517,0.006,0.003272,0.000547,-0.008769,0.005545,0.000297,-0.011423,0.019815,0.022275,0.013038,0.001014,-0.002514,0.005503,0.01148,-0.003833,0.008381,0.014821,-0.008382
England_EarlyMedieval_Saxon:I20658,0.130897,0.132019,0.069013,0.062339,0.040007,0.028168,0.00423,0.004615,-0.001023,-0.006925,-0.005196,0.010641,-0.003568,-0.010459,0.025923,0.007027,-0.009388,0.006588,-0.000126,0.000375,0.009858,0.002473,-0.00419,0.016629,0.000359
England_EarlyMedieval_Saxon:I20659,0.132035,0.133034,0.064865,0.041344,0.04647,0.015897,0.00376,0.003231,0.010226,-0.000911,-0.010393,0.007943,-0.008176,-0.011836,0.022665,0.009679,-0.008345,0.004181,0.006662,-0.007754,0.004243,0.003091,0.006779,0.008314,-0.00491
England_EarlyMedieval_Saxon:I20660,0.134311,0.131003,0.069767,0.061047,0.031083,0.015339,0.002115,0.003,0,-0.01221,-0.002111,0,-0.013231,-0.00812,0.032844,0.011535,-0.016037,0.005574,0.002011,0.005878,0.013851,0.009769,-0.000739,0.025184,-0.002515
England_EarlyMedieval_Saxon:I20661,0.129758,0.136081,0.074293,0.0646,0.039084,0.017849,0.00658,0.010384,0.001636,-0.012028,-0.008119,0.002398,-0.008028,-0.005918,0.035287,0.011403,-0.008345,0.004561,0.007165,0.003126,0.003619,0.000742,0.000616,0.020244,-0.005149
England_EarlyMedieval_Saxon:I20666,0.124067,0.133034,0.069767,0.06137,0.036622,0.022869,-0.00235,0.008538,0.000205,-0.019499,-0.005521,0.008093,-0.014271,0.003578,0.024022,0.010342,-0.001304,0.011909,-0.004651,-0.001251,0.007861,0.011252,0.001972,0.022533,-0.010418
England_EarlyMedieval_Saxon:I20667,0.124067,0.133034,0.049026,0.05168,0.037545,0.014781,0.00893,0.009923,0.001227,0.00656,-0.01088,0.008393,-0.016947,-0.013762,0.029451,0.014187,0.015776,0.00114,0.005154,0.017133,0.004866,0.007914,0.002465,0.009278,-0.006466
England_EarlyMedieval_Saxon:I20668,0.132035,0.142174,0.059208,0.060078,0.044316,0.013666,0.003995,0.008307,0.004909,-0.006378,-0.000812,0.013188,-0.009514,-0.011147,0.029994,0.007425,-0.007432,0.00228,0.001885,0.002001,0.006613,0.004946,0.003204,0.016026,0.005269
England_EarlyMedieval_Saxon:I20669,0.135449,0.132019,0.064488,0.072352,0.041546,0.021753,0.00329,0.002538,0.005522,-0.012392,0.008607,0.010641,-0.000297,0.003991,0.018458,0.011668,-0.00352,0.001014,0.005154,-0.006378,0.009358,0.00136,-0.004314,0.01687,-0.007305
England_EarlyMedieval_Saxon:I20670,0.129758,0.135065,0.056568,0.056848,0.038469,0.0251,0.0047,0.002538,-0.000818,-0.006196,0.001137,0.002548,-0.017988,-0.007019,0.028094,0.003978,-0.006258,0.001647,0.006788,0.004377,0.010232,0.00779,0.002218,0.020364,-0.002634
England_EarlyMedieval_Saxon:I20671,0.12862,0.140143,0.064488,0.057817,0.039084,0.020917,0.006345,0.006,-0.002863,0.00328,0.000487,0.01094,-0.014569,-0.012661,0.026737,0.00411,-0.007562,0.00114,0.007039,-0.002751,0.00025,-0.00136,0.005176,0.017231,0.000599
England_EarlyMedieval_Saxon:I20672,0.127482,0.127957,0.078441,0.054587,0.036007,0.030957,-0.000705,-0.003461,0.001636,0.005832,-0.006496,-0.01079,-0.009663,-0.030139,0.038816,0.020817,0.012778,-0.000887,-0.008673,0.021635,-0.006988,-0.00507,-0.007518,0.017954,-0.006826
England_EarlyMedieval_Saxon:I20673,0.135449,0.133034,0.070899,0.062016,0.044008,0.014223,-0.00611,-0.001385,0.001023,-0.005103,-0.001137,0.01139,-0.009514,-0.003991,0.018187,0.007425,-0.019166,0.008615,0.010182,0.001251,0.006489,0.003462,-0.003944,0.014098,0.003113
England_EarlyMedieval_Saxon:I20674,0.133173,0.128972,0.064488,0.068153,0.044931,0.019522,0.003995,0.002077,0.006954,-0.008201,0.000812,0.002997,-0.00996,-0.012661,0.029587,0.006099,0.000782,0.007855,0.003771,0.002751,0.01123,0.008532,0.00986,0.01446,-0.002874
England_EarlyMedieval_Saxon:I20676,0.133173,0.127957,0.063356,0.057494,0.045855,0.026216,0.00282,0.02423,0.008999,-0.001093,-0.000325,0.007643,-0.012933,-0.001514,0.019951,-0.004508,-0.016037,0.011782,0.006788,0.005127,0.01148,0.011623,-0.007641,0.014942,0.010059
England_EarlyMedieval_Saxon:I20677,0.132035,0.132019,0.081458,0.064923,0.041854,0.024542,-0.00376,0.007154,0.005931,-0.006743,-0.005359,-0.00015,-0.012785,-0.003165,0.026194,-0.000928,-0.028163,-0.001014,0.001257,0.003502,0.005615,0.001731,0.006162,0.020967,0
England_EarlyMedieval_Saxon:I20678,0.129758,0.13405,0.075424,0.060401,0.038469,0.016733,0.01034,0.002538,0.007567,-0.007654,-0.000162,0.002698,-0.009812,-0.005505,0.029858,0.009281,-0.016428,0.00114,-0.000754,0.002876,0.010981,0.009027,0.003574,0.008676,-0.008622
England_EarlyMedieval_Saxon:I20679,0.130897,0.135065,0.071653,0.055556,0.039084,0.03263,0.00799,0.012923,0.015339,-0.01221,-0.002273,0.002098,-0.005649,-0.003716,0.013572,0.005701,-0.006389,0.008742,0.004525,0.007629,0.006613,-0.00136,0.002711,0.011206,0.000239
England_EarlyMedieval_Saxon:I20680,0.129758,0.131003,0.073161,0.061693,0.035699,0.021753,0.006815,0.014307,0.00409,-0.009294,-0.01023,0.003147,-0.012933,-0.008808,0.026194,0.003845,-0.014081,0.00266,0.004777,0.008754,0.006489,0.00136,0.000123,0.022654,-0.002515
England_EarlyMedieval_Saxon:I3037,0.130897,0.148267,0.059208,0.055233,0.039084,0.019243,0.002585,0.006,0.001636,-0.007107,0.001299,0.003297,-0.00773,-0.004542,0.026737,0.013524,-0.001043,0.006461,0.004022,0.009505,0.005865,0.001484,-0.000493,0.016749,-0.000718
England_EarlyMedieval_Saxon:I3044,0.132035,0.132019,0.057699,0.053941,0.03693,0.018965,0.0047,0.009692,-0.003068,-0.00328,-0.011692,-0.000599,-0.001933,-0.002752,0.012622,0.009679,-0.002477,0.00152,0.008045,0.000125,0.005366,-0.008532,-0.003328,0.019882,0.006227
England_EarlyMedieval_Saxon.SG:NO3423_noUDG.SG,0.133173,0.136081,0.071276,0.065892,0.041546,0.01757,0.001645,-0.001385,0.001841,-0.010752,-0.006171,0.000899,-0.010406,-0.006744,0.024294,0.002519,-0.013038,0.006081,0.002137,0.005628,0.015597,0.003957,0.003697,0.011688,-0.000479
England_EarlyMedieval:I11569,0.127482,0.125926,0.050911,0.05168,0.024928,0.003347,-0.002115,-0.002077,0.002863,0.005103,-0.003085,0.006294,-0.015907,-0.018304,0.015201,0.001326,-0.008866,0.004434,0.009804,-0.003877,0.013601,0.004081,-0.009613,0.004217,0.006826
