,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Lebanese_Druze,0.084115,0.140448,-0.049667,-0.070091,-0.015664,-0.025184,-0.002421,-0.005331,-0.002311,0.007599,0.005148,-0.003027,0.009083,0.002023,-0.006867,0.006165,-0.002086,0.000836,0.002476,-0.000913,-0.001323,0.001941,0.000246,0.002518,-0.000587
Lebanese_Maronite_Christian_Zgharta,0.090072,0.143446,-0.05273,-0.078836,-0.012616,-0.027342,-0.001917,-0.006092,0.002606,0.008529,0.006113,-0.004902,0.011294,0.003043,-0.008313,0.004614,-0.002487,0.001532,0.002984,-0.002396,-0.000208,0.002539,-0.001719,0.001531,0.001252
Lebanese_Muslim,0.075744,0.134788,-0.045049,-0.067273,-0.016478,-0.022311,-0.000791,-0.00579,0.000576,0.003645,0.004591,-0.003828,0.012014,0.002803,-0.008649,0.003869,-0.002359,0.000415,0.001623,0.000705,-0.00169,-0.001147,-0.003081,0.001764,-0.000675
Lebanese_Orthodox_Christian_Koura,0.084988,0.144694,-0.050814,-0.079426,-0.01345,-0.029173,-0.003249,-0.006216,0.003194,0.007951,0.006309,-0.005188,0.010654,0.002773,-0.008271,0.00503,-0.001729,0.001678,0.002615,-0.002149,-2e-05,0.002064,-0.001071,0.002838,-0.000732
Lebanese_Shia_Muslim_Beirut,0.074432,0.134739,-0.050292,-0.068488,-0.014937,-0.022261,-0.00167,-0.005118,0.000628,0.004107,0.005109,-0.003693,0.008867,0.002153,-0.003582,0.005299,-0.001313,0.00048,0.001118,-0.001648,-8.9e-05,0.000967,-0.000955,0.001816,0.001497
Lebanese_Sunni_Muslim_Beirut,0.061409,0.131647,-0.046064,-0.067736,-0.016701,-0.022121,-0.003044,-0.00376,0.0023,0.002693,0.004602,-0.004302,0.010704,0.001766,-0.003492,0.003425,-0.004659,0.000705,0.002152,-0.002288,-0.000673,0.000878,-0.000364,0.000223,-0.000152
Lebanese_Sunni_Muslim_Dinniyeh,0.09002,0.144722,-0.052519,-0.079458,-0.014972,-0.028373,-0.001864,-0.006587,0.000524,0.00767,0.007222,-0.004914,0.010156,0.004088,-0.009127,0.002419,-0.0043,0.002327,0.002212,-0.002481,0.000105,0.00318,-0.002048,0.001831,-0.000326
Lebbo,0.008727,-0.417383,-0.074795,-0.037468,0.154183,0.049457,-0.008069,-0.015461,-0.018203,-0.019803,0.080057,0.012889,-0.013925,0.004037,0.00941,0.004066,-0.008692,0.001647,0.00993,0.000625,-0.006489,-0.015539,-0.012489,-0.005704,-0.021715
Lemande,-0.626027,0.063471,0.016782,0.018088,-0.000615,0.011435,-0.025851,0.02896,-0.036201,0.021777,0.003085,-0.002698,0.001041,0.001376,-0.001221,-0.001326,-0.004759,-0.00133,-0.00044,0.000563,0.001123,-0.000989,-0.004129,-0.000542,-0.000359
Lezgin,0.110029,0.098506,-0.029415,0.00829,-0.037443,0.007902,0.009009,-0.005692,-0.052017,-0.032863,0.001624,0.006694,-0.006838,0.000367,0.012079,-0.00137,-0.008171,0.000465,-0.006955,-0.004711,-0.00104,-0.000536,0.001479,0.011287,0.003752
Li,0.015366,-0.446071,-0.040258,-0.066538,0.129101,0.064005,-5.9e-05,-0.009807,-0.02035,-0.014397,0.006293,-0.003072,0.00197,-0.009599,-0.000984,0.006066,0.005378,0.003041,-0.00176,-0.01607,0.015629,0.007574,0.018641,-0.000331,-0.008622
Libyan,-0.047686,0.130949,-0.021933,-0.080955,0.008973,-0.034568,-0.020953,0.003024,0.052067,0.009822,0.006136,-0.012392,0.029224,-0.004998,0.008522,-0.000509,-0.003788,-0.009575,-0.020118,0.011269,-0.002811,-0.013263,0.009399,0.000799,-0.000296
Libyan_Jew,0.065707,0.144482,-0.029861,-0.069534,0.004476,-0.026748,-0.007862,-0.004384,0.021159,0.020046,0.005329,-0.001948,0.00769,-0.003691,-0.001456,0.004858,0.002963,-0.002131,-0.005256,0.000466,-0.002394,-0.006756,0.004975,-0.000526,0.001742
Lithuanian_PA,0.133742,0.124148,0.07962,0.074613,0.042162,0.029109,0.008725,0.013413,-0.003733,-0.02631,-0.003512,-0.009104,0.018675,0.026647,-0.011876,0.003497,0.004286,0.001029,0.003928,0.001235,-0.006052,-0.003292,0.009398,-0.006552,-0.000284
Lithuanian_PZ,0.135677,0.125519,0.088397,0.087114,0.044562,0.035447,0.010646,0.015669,-0.003007,-0.034752,-0.006788,-0.012978,0.023057,0.031516,-0.007112,-0.003222,-0.003481,-0.001634,0.000817,0.003427,-0.002346,-0.005948,0.008442,-0.009013,0.000515
Lithuanian_RA,0.135108,0.124098,0.083306,0.080524,0.043116,0.029423,0.012315,0.015207,-0.0045,-0.032347,-0.00302,-0.012469,0.024053,0.030002,-0.015296,0.001724,0.007002,-0.001394,0.00494,0.003014,-0.005328,-0.006034,0.010057,-0.006639,-0.000371
Lithuanian_SZ,0.134767,0.125824,0.086134,0.087727,0.044839,0.031543,0.012808,0.018553,-0.001963,-0.035354,-0.003914,-0.012739,0.023503,0.029603,-0.012391,0.001856,0.005111,-0.00128,0.002087,0.002151,-0.002957,-0.006764,0.007025,-0.010423,0.002934
Lithuanian_VA,0.134425,0.125723,0.082476,0.075098,0.043331,0.027889,0.009988,0.014884,-0.002045,-0.029868,-0.002955,-0.013833,0.020039,0.028006,-0.011061,0.002943,0.006141,-0.00057,0.002313,0.006115,-0.003731,-0.00481,0.007235,-0.007881,-0.000862
Lithuanian_VZ,0.137299,0.12618,0.085088,0.082365,0.044431,0.032665,0.010487,0.017624,-0.003605,-0.031527,-0.003613,-0.009704,0.019976,0.030139,-0.01045,-0.004558,-0.000603,0.001283,0.003252,0.001344,-0.004383,-0.005673,0.00835,-0.005874,-0.001317
Lubana,0.059188,-0.030466,-0.124827,0.096577,-0.06432,0.062472,-0.004935,0.000462,0.016771,0.005832,-0.011367,-0.010491,0.000595,-0.007707,0.009229,0.005569,0.014864,0.001394,-0.003142,0.004377,0.00287,-0.004946,0.014543,0.003012,-0.001676
Luhya_Kenya,-0.597897,0.063688,0.017186,0.007106,0,0.005857,-0.014503,0.018889,0.004529,-0.021582,-0.005057,0.015993,-0.032875,0.001199,-0.030401,0.026726,-0.01803,-0.002443,-0.009948,0.004717,0.001693,0.000194,0.003416,0.003976,0.000667
Luo,-0.601413,0.063598,0.016735,0.00642,-0.002847,0.007216,-0.011839,0.015374,0.008232,-0.026903,-0.007754,0.012214,-0.030513,0.000843,-0.023208,0.014336,-0.016461,-0.002692,-0.006615,0.001063,0.001544,0.000587,0.002681,0.001687,-0.001886
Luzon,0.010244,-0.4316,-0.055814,-0.053295,0.137256,0.061077,-0.004465,-0.00923,-0.018407,-0.014397,0.043033,0.004196,-0.004014,-0.00578,0.012351,0.009944,-0.005476,0.005068,0.007668,-0.008629,0.004492,-0.029306,-0.000493,-0.006748,-0.051492
Macedonian,0.125205,0.141362,0.030547,0.004264,0.027328,0.005522,0.006392,0.003738,0.000286,0.003353,-3.2e-05,6e-05,0.002646,0.011588,-0.015744,-0.001193,0.00798,0.000659,0.004299,-0.004477,-0.011654,-0.000668,0.003993,-0.000988,-0.000335
Mada,-0.594726,0.059916,0.011125,0.003876,-0.000923,0.004323,-0.037367,0.034152,0.011862,-0.025513,-0.008038,0.008467,-0.00446,-0.000482,0.003664,-0.008353,0.011995,-0.011845,0.002263,-0.00963,-0.002745,-0.003153,0.003574,-0.002048,0.000599
Madagascar_Mikea,-0.397849,-0.086861,-0.012998,-0.005426,0.043085,0.027108,-0.010779,0.011415,-0.020384,-0.000364,0.025094,0.005525,-0.009088,-0.001349,-0.009781,0.012384,-0.007267,0.006951,-0.002765,0.005511,-0.001464,-0.005531,-0.003402,-0.000289,-0.005221
Madagascar_Temoro,-0.392121,-0.092371,-0.014645,-0.00502,0.044585,0.02567,-0.00988,0.009894,-0.020248,-0.000866,0.024656,0.002285,-0.011125,0.003332,-0.008047,0.009171,-0.012022,0.007665,-0.003535,0.003616,-0.000645,-0.005348,-0.001669,-0.001772,-0.003752
Madagascar_Vezo,-0.383584,-0.097394,-0.015247,-0.007352,0.04606,0.028221,-0.011549,0.009703,-0.018768,-0.001926,0.026152,0.00431,-0.010817,0.000793,-0.007865,0.009938,-0.008872,0.006353,-0.00662,0.00321,-0.003476,-0.005152,-0.002195,-0.001159,-0.004984
Madiga,0.031301,-0.11577,-0.182715,0.124033,-0.071244,0.065958,-0.005758,0.014884,0.066982,0.047381,-0.003004,0,-0.001115,0.002408,-0.013436,-0.005768,0.014864,-0.00228,-0.000691,0.011631,0.004305,0.00272,0.002095,0.007832,-0.008981
Magar,0.024586,-0.355638,-0.033036,-0.00562,0.007017,0.020805,0.002961,0.007615,0.015339,0.014615,-0.063559,-0.008992,0.007879,-0.002174,-0.012161,-0.003421,0.004303,-0.005625,-0.00905,0.006078,0.003768,0.024731,0.006557,0.001566,0.030297
Makhuwa,-0.622972,0.060878,0.017764,0.015674,9.7e-05,0.010774,-0.008399,0.017356,-0.028106,0.011471,0.001026,0.000134,-0.010907,0.000283,-0.014308,0.010565,-0.007782,0.012349,-0.009255,0.005259,-0.000545,-0.000195,1.9e-05,-0.000387,0.000113
Makrani,0.052169,0.063301,-0.100377,0.019488,-0.069911,0.022637,0.004896,0.001769,-0.025088,-0.020319,-2.7e-05,-0.006719,0.008275,-0.010643,0.01269,0.03202,-0.009931,0.002808,0.004818,-0.025804,0.005428,-0.013725,-0.001541,-0.021127,0.015188
Mala,0.029594,-0.121186,-0.189063,0.134369,-0.072834,0.065168,-0.002507,0.017692,0.070902,0.046956,-0.005251,-0.001798,0.000842,0.009404,-0.01502,-0.014099,0.003216,-0.001731,-0.002263,0.009296,0.007154,0.002968,-0.000246,0.004017,-0.007903
Malay,0.012521,-0.385901,-0.072105,-0.027907,0.122238,0.054216,-0.002961,-0.007246,-0.011126,-0.015672,0.058232,0.006624,-0.007255,0.002312,0.00722,0.001273,-0.005241,-0.000152,0.00269,0.002226,-0.009658,-0.004996,-0.00917,-0.002651,0.000742
Malayan,0.006829,-0.155376,-0.188183,0.134046,-0.056318,0.054941,-0.00658,0.012461,0.085491,0.05868,0.003248,0.002248,-0.001487,0.014588,-0.017915,-0.014452,0.013299,0.001014,0.003142,0.023261,0.009608,0.012736,-0.006162,0.001084,-0.010418
Maltese,0.091912,0.14649,-0.002498,-0.043403,0.013272,-0.017814,-0.004406,-0.000923,0.011095,0.020524,0.00615,0.000974,-0.002899,-0.000723,-0.004258,0.000878,-0.000407,-0.003769,-0.000487,-0.002361,-0.006145,-0.002597,0.002819,0.00119,0.002904
Manchu,0.025285,-0.446253,0.010344,-0.063747,0.047152,0.020917,0.006026,0.003115,-0.012344,0.003046,-0.071346,-0.007868,0.007922,-0.007235,-0.006873,0.000464,-0.002412,0.000136,-0.003187,-0.006065,0.01058,0.003604,0.010062,0.000361,-0.002164
Manchu_Bijie,0.018338,-0.450519,-0.011914,-0.063021,0.079571,0.035471,0.001567,-0.003453,-0.014294,-0.001336,-0.045547,-0.005761,0.008099,-0.006142,-0.004001,0.000187,0.003409,1.9e-05,-0.003575,-0.010014,0.010565,0.013762,0.014918,0.000942,0.010973
Manchu_Jinsha,0.018577,-0.451112,-0.013994,-0.063747,0.078212,0.034842,0.003189,-0.000907,-0.012607,-0.001113,-0.046565,-0.0066,0.007858,-0.007761,-0.005807,-0.000819,-0.001127,-0.000878,-0.004197,-0.008276,0.010544,0.011319,0.012052,0.002651,0.012471
Manchu_Jinzhou,0.020559,-0.443532,0.011054,-0.063793,0.046913,0.020429,0.005346,0.003562,-0.010968,0.004146,-0.071096,-0.007119,0.009756,-0.003888,-0.006252,-0.000878,-0.00132,0.001679,-0.002475,-0.010114,0.009249,0.005974,0.009244,7.5e-05,0.000367
Manchu_Liaoning,0.022491,-0.447965,0.008784,-0.064893,0.049631,0.020565,0.004972,0.002173,-0.011673,0.004677,-0.074497,-0.00833,0.01079,-0.00611,-0.008084,-0.000631,0.000584,0.000672,-0.004196,-0.010186,0.011212,0.00763,0.010977,0.000287,0.000861
Mandaean_Iraq,0.090679,0.126941,-0.069013,-0.063308,-0.029749,-0.018965,-7.8e-05,-0.003,-0.011181,-0.003341,0.003356,-0.003897,0.010307,-0.000321,-0.001041,0.019933,0.005607,0.002027,0.002221,-0.003543,0.000458,-0.007666,-0.000739,-0.000402,0.000958
Mandenka,-0.607499,0.063866,0.018269,0.010695,-0.000222,0.009048,-0.037954,0.038562,-0.030804,0.025857,0.005079,-0.001224,0.019499,-0.000994,0.016535,-0.012125,0.010916,-0.000267,-0.001941,-0.002202,-0.001795,-0.005647,0.000596,-0.001004,0.001497
Maniq,-0.004932,-0.30748,-0.115231,0.044826,0.077074,0.018593,-0.00551,-0.002744,0.026543,0.011177,0.047742,0.005212,-0.0092,0.003792,-0.007223,-0.005289,0.007461,-0.001971,-0.004022,0.020704,-0.007514,0.007158,-0.008997,0.010283,0.022034
Maniyani,0.050651,-0.041637,-0.147266,0.097223,-0.074014,0.053408,0.001175,0.009346,0.025565,0.02041,-0.007551,0.001349,0.001784,-0.002684,0.003597,0.004375,0.003194,0.002407,0.003331,-0.004127,0.006489,-0.005564,0.005238,-0.006025,0.001916
Mansi,0.085856,-0.166256,0.10915,0.061739,-0.073112,-0.022072,0.008964,0.016944,0.001256,-0.034833,0.052289,-0.003832,0.019623,-0.071524,-0.024798,-0.013051,0.000596,-0.001285,-0.005836,-0.012381,-0.002674,0.023529,0.01479,-0.003649,-0.006928
Manyika,-0.630808,0.063098,0.020742,0.01699,-0.000575,0.0111,-0.012785,0.022184,-0.029779,0.012732,0.000834,0.001579,-0.01333,0.002642,-0.021697,0.015681,-0.015351,0.011064,-0.010592,0.007454,-0.001639,0.001302,0.00244,0.000675,-0.001501
Maonan,0.016789,-0.449626,-0.038089,-0.067043,0.126812,0.059961,-0.000411,-0.009952,-0.017973,-0.013565,0.001522,-0.002904,0.000297,-0.006399,0.000322,0.004384,-0.000807,-0.001394,-0.001139,-0.011373,0.011722,0.004575,0.016038,0.001875,0.0011
Maori,0.046667,-0.11577,-0.010559,0.031654,0.090478,-0.01506,-0.001645,-0.001846,-0.016157,-0.013668,0.009419,0.003597,-0.002825,-0.007569,0.016422,0.005171,-0.006128,0.006461,0.004148,-0.003877,0.007362,-0.005688,-0.004067,-0.00253,-0.022513
Mappila_Muslim,0.039838,-0.067363,-0.152985,0.097762,-0.075399,0.055313,0.00423,0.016538,0.035724,0.019135,-0.006929,0.000949,-0.003072,0.002752,-0.002624,-0.00137,-0.005607,0.002998,-0.002346,0.00075,0.002787,0.000247,0.001561,0.000442,-0.004191
Maratha,0.035773,-0.093429,-0.16965,0.120018,-0.072189,0.062472,-0.001041,0.015395,0.054958,0.036708,-0.003109,8.6e-05,-0.002782,0.00576,-0.008415,-0.005171,0.00935,-0.001737,-0.002873,0.007504,0.0041,0.002067,-0.000827,0.002496,-0.005098
Mari,0.102441,-0.04773,0.093442,0.063057,-0.028723,0.001177,0.012142,0.016948,-0.004636,-0.039545,0.026235,-0.013621,0.032408,-0.038794,-0.035302,-0.023218,-0.001014,-0.009431,-0.039748,-0.032877,0.014266,0.004685,-0.048286,0.009881,-0.001504
Masai,-0.439073,0.076165,-0.011361,-0.035813,-0.004809,-0.018651,-0.00658,0.004183,0.097941,-0.089979,-0.016848,0.005826,-0.025625,-0.001187,0.011876,-0.018165,0.022915,-0.005638,0.018446,-0.019916,-0.00117,-0.000124,-0.005361,-0.003344,0.004985
Mawasi_Chhattisgarh,0.013659,-0.210215,-0.170836,0.109821,-0.01508,0.061635,-0.00799,0.01223,0.073833,0.044648,0.017538,0.004046,0.000297,0.012799,-0.021308,-0.028374,0.002608,-0.007348,-0.004777,0.016758,-0.002371,0.018672,-0.003328,-0.001566,0.003353
Mayan,0.056749,-0.294939,0.110766,0.090256,-0.104855,-0.015698,-0.275835,-0.328635,-0.014083,-0.016037,-0.001717,-0.001006,0.001083,0.019995,-0.008783,0.00375,0.007916,-0.000977,-0.001347,-0.001947,-0.002603,0.005617,0.001004,3.4e-05,0.000359
Mbuti,-0.647426,0.059104,0.025493,0.037404,-0.001108,0.006638,0.366335,-0.293434,0.017712,0.02985,-0.008931,0.219824,0.126451,0.001018,0.010342,-0.001405,0.000939,-0.051866,0.014229,0.003727,0.006114,-0.001855,-0.004388,0.00253,-0.000695
Mende_Sierra_Leone,-0.622612,0.064486,0.022863,0.017038,0.002962,0.009273,-0.022914,0.026883,-0.038808,0.027928,0.005744,-0.005039,0.017784,0.000516,0.010247,-0.007276,0.00942,0.006635,0.001037,-0.000391,0.003057,0.001314,-0.003374,-0.000256,-0.00018
Miao,0.020488,-0.448187,-0.015965,-0.06417,0.086272,0.039416,0.002428,-0.002615,-0.01568,-0.005103,-0.04103,-0.007294,0.003964,-0.000826,-0.001131,0.001193,0.002303,-0.001225,-0.006327,-0.011922,0.013559,0.013148,0.013845,-0.000201,0.006786
Miao_Leishan,0.017438,-0.450915,-0.029234,-0.066002,0.109048,0.047127,5.2e-05,-0.008441,-0.019675,-0.006816,-0.020286,-0.004058,0.005081,-0.005659,-0.002809,0.001032,0.000545,0,-0.003811,-0.013104,0.012902,0.010661,0.017957,-0.00041,0.008057
Miao_Songtao,0.018781,-0.45048,-0.017108,-0.064145,0.089681,0.03836,0.00391,-0.003755,-0.013945,-0.004092,-0.041771,-0.005429,0.006818,-0.005399,-0.004429,0.000181,0.000474,-0.000685,-0.006165,-0.01013,0.011661,0.013405,0.017681,0.001698,0.011959
Mirpuri_Pakistan,0.078538,-0.020311,-0.120301,0.072675,-0.065858,0.049643,0.001645,0.015692,0.001432,0.003645,-0.00682,-0.001798,-0.003271,-0.011423,0.009365,0.01432,0.004172,0.00266,-0.005154,-0.00025,-0.00861,-0.005317,-0.002218,0.005543,0.00479
Mixe,0.057822,-0.320704,0.123017,0.094381,-0.107343,-0.015562,-0.278206,-0.334048,-0.012026,-0.014688,-0.007113,-0.006564,0.00446,0.020203,-0.008795,0.004004,0.006102,0.000456,-0.000453,-0.003602,0.001173,0.005861,0.003402,-0.001711,-0.001844
Mixtec,0.053269,-0.297144,0.113438,0.091668,-0.100634,-0.018686,-0.26904,-0.321125,-0.012762,-0.014579,-0.005359,-0.005665,-0.000208,0.016157,-0.008469,0.001724,0.005085,0.001799,0.001986,-0.001,-0.002945,0.006529,-0.000739,-0.002482,-0.001317
Mizo,0.016504,-0.415859,-0.025644,-0.032031,0.052728,0.027238,0.005366,0.000231,0.005761,0.009962,-0.044034,-0.006619,0.005996,-0.00234,-0.008369,-0.005458,0.004976,-0.004223,-0.008254,0.009671,-0.001185,0.029718,0.007046,0.003836,0.04774
Mlabri,0.008195,-0.412203,-0.073765,-0.033721,0.139165,0.060017,-0.001739,-0.007984,-0.006913,-0.01611,0.069518,0.008752,-0.012874,0.005188,0.003257,-0.005237,0.000365,-0.005929,-0.003494,0.013506,-0.021599,0.018845,-0.003993,0.005651,0.042296
Mogush,0.052196,-0.330555,0.08496,-0.009321,-0.077311,-0.037073,0.015544,0.01973,0.004383,0.004322,0.000325,-0.00122,-0.001465,-0.012307,-0.001028,-0.001496,-0.002393,0.000262,0.008368,0.012569,-0.024439,-0.001342,-0.004992,-0.002961,-0.001796
Moksha,0.126799,0.088554,0.072445,0.061564,0.023912,0.020387,0.009894,0.01313,-0.003538,-0.027791,0.001056,-0.006714,0.017378,0.014313,-0.012337,-0.002214,0.003129,-0.001191,-0.000478,-0.002539,-0.002296,-0.003314,0.003845,-0.000615,0.001569
Moldovan,0.123932,0.127666,0.040145,0.020065,0.027646,0.008353,0.007173,0.006615,-0.000974,-0.002031,-0.001744,-0.00197,0.005033,0.014087,-0.010887,-0.0037,0.004119,-0.000356,0.003415,-0.001129,-0.004067,0.000271,0.00351,-0.000485,-0.000319
Moldovan_o,0.124295,0.119223,0.054456,0.053037,0.031144,0.016845,0.007849,0.009415,-0.003518,-0.015235,-0.003085,-0.006025,0.013855,0.015441,-0.014576,0.003659,0.009622,-0.000633,0.004123,0.001726,-0.004642,-0.003685,0.006335,0.000868,-0.000479
Mon,0.017756,-0.379402,-0.056266,-0.024871,0.078999,0.048666,0.000729,-0.002977,-0.001411,0.000146,-0.000731,-0.000644,0.000565,0.001954,-0.002334,0.001883,0.002738,-0.00337,-0.00499,0.001251,0.000711,0.0115,0.006803,-0.000542,0.02001
Mongol,0.042088,-0.360259,0.060708,-0.030516,-0.042903,-0.024384,0.014961,0.016609,5.1e-05,0.007335,-0.033902,-0.003464,0.000419,0.001664,0.001598,-0.000569,-0.003126,0.000225,0.004191,0.009945,-0.012623,-0.006587,-0.013092,-0.00163,0.001432
Mongola,0.031111,-0.423476,0.031175,-0.055556,0.013541,0.002324,0.00799,0.007077,-0.005454,0.004981,-0.06095,-0.003897,0.008176,-0.005138,-0.004705,-0.002431,-0.000913,0.001605,0.002472,0.000792,0.003286,-0.00305,0.003204,0.001526,-0.001197
Mongol_Bijie,0.01935,-0.450309,-0.014519,-0.067433,0.087082,0.039088,0.000985,-0.00331,-0.015449,-0.002159,-0.044345,-0.005781,0.007536,-0.006452,-0.005183,0.001249,0.001454,0.000799,-0.002147,-0.010414,0.014446,0.007481,0.015155,-0.00114,0.004744
Mongolian,0.051676,-0.327813,0.063884,-0.026551,-0.045916,-0.02973,0.014242,0.017768,-0.000941,0.008966,-0.03212,-0.003117,-0.000327,-0.000743,0.003257,0.000689,-0.00339,0.000101,0.004223,0.009029,-0.021537,-0.009571,-0.01861,0.000265,0.000742
Mongol_IMAR,0.036715,-0.390692,0.044181,-0.041518,-0.013628,-0.012007,0.010238,0.012396,-0.002051,0.007817,-0.048404,-0.004362,0.003408,-0.000865,-0.0026,0.000853,-0.000786,0.000646,0.000967,0.004383,-0.005337,-0.002964,-0.00632,-3.7e-05,0.001959
Mongol_Inner_Mongolia,0.037941,-0.371413,0.043947,-0.037188,-0.016762,-0.010523,0.01233,0.011323,-0.006545,0.006293,-0.045339,-0.005485,0.003885,-0.002918,-0.000127,-0.000716,0.001452,-0.001005,0.00088,0.004177,-0.008693,4.1e-05,-0.005086,0.000257,0.002786
Mongol_Xinjiang,0.048517,-0.322938,0.055012,-0.018371,-0.047317,-0.021858,0.014394,0.016182,-0.002378,0.002369,-0.029697,-0.000824,0.001208,-0.000637,0.004564,0.002337,-0.004009,-0.00285,0.002545,0.010474,-0.01201,-0.008285,-0.01157,-0.001702,0.001467
Montenegrin,0.126344,0.136487,0.039673,0.013889,0.031883,0.007474,0.004512,0.005861,0.000123,0.002515,-0.001429,-0.000659,-0.000684,0.010514,-0.012921,0.002943,0.00871,-0.001343,0.007089,-0.001276,-0.004841,0.001237,0.005497,0.001639,0.00079
Mordovian,0.126522,0.082079,0.073657,0.065487,0.022966,0.020638,0.009516,0.012633,-0.005073,-0.028154,0.001006,-0.009468,0.018787,0.014116,-0.011882,-0.000569,0.002971,-0.001185,0.000343,-0.001104,-0.002584,-0.002798,0.002977,-0.004354,0.001759
Moroccan,-0.085367,0.130213,-0.012822,-0.070881,0.021132,-0.03294,-0.027783,0.009769,0.055403,0.024399,0.009509,-0.009025,0.02699,-0.014466,0.016302,-0.006188,-0.002767,-0.017033,-0.038422,0.009435,-0.009844,-0.029512,0.020911,-0.001125,0.005921
Moroccan_Jew,0.075882,0.14583,-0.020063,-0.061004,0.011448,-0.023538,-0.008617,-0.002723,0.018284,0.022707,0.005456,-0.002258,0.005382,-0.003202,0.002479,-0.003934,-0.003555,-0.004865,-0.012235,-0.002518,-0.003119,-0.008944,0.007921,-0.003976,0.001772
Moroccan_North,-0.029973,0.137322,-0.003038,-0.0674,0.028057,-0.031917,-0.024454,0.005051,0.060982,0.032732,0.005909,-0.006552,0.018591,-0.01471,0.01514,-0.010563,0.00126,-0.017983,-0.040747,0.009296,-0.012194,-0.03463,0.021438,-0.005576,0.004397
Moroccan_South,-0.184464,0.119895,0.000731,-0.056929,0.023966,-0.026826,-0.032196,0.01523,0.053815,0.028543,0.006059,-0.006819,0.022736,-0.017332,0.018102,-0.015331,0.001092,-0.018924,-0.040789,0.00852,-0.014825,-0.038456,0.024072,-0.003494,0.005494
Mountain_Jew_Azerbaijan,0.095611,0.132019,-0.063356,-0.064439,-0.035237,-0.014363,0.001528,-0.003346,-0.018203,-0.005376,0.005196,-0.004571,0.006392,0.006262,-0.003936,0.010209,-0.013038,0.0019,0.001446,-0.003377,-0.002496,-0.000556,-0.00265,0.003374,0.000659
Mountain_Jew_Chechnya,0.087644,0.136081,-0.054305,-0.054587,-0.027697,-0.017849,-0.00047,-0.003923,-0.016975,-0.003827,0.007307,-0.006294,0.010704,0.00289,-0.000407,0.009546,-0.007823,0.005574,0.004274,-0.006503,-0.000499,-0.004575,0.002835,-0.001205,0.012095
Mountain_Jew_Dagestan,0.094726,0.131624,-0.057867,-0.06207,-0.03045,-0.017524,0.001802,-0.007602,-0.01793,-0.004363,0.006505,-0.003597,0.008556,0.000833,-0.001516,0.00565,-0.005469,0.002604,0.005545,-0.006288,-0.000367,0.001793,-0.002602,-5.4e-05,0.000852
Mozabite,-0.065966,0.135435,-0.004183,-0.072837,0.025907,-0.033277,-0.026161,0.010678,0.06224,0.030259,0.006592,-0.006812,0.02236,-0.016496,0.016422,-0.016309,-0.002714,-0.022309,-0.044457,0.008771,-0.014809,-0.037579,0.024857,-0.004338,0.00559
Mulam,0.01629,-0.448102,-0.034507,-0.067427,0.116272,0.054732,-0.000734,-0.007932,-0.02012,-0.011492,-0.006699,-0.003681,0.002248,-0.006357,-0.00173,0.002229,0.002893,-0.000261,-0.004549,-0.011318,0.013484,0.006098,0.016623,-0.000256,-0.000883
Mumbai_Jew,0.066587,0.003554,-0.120301,0.042475,-0.057088,0.028726,-0.001293,0.005307,0.020248,0.01467,-0.005521,-0.000899,0.004608,0.003234,0.000543,-0.005569,-0.01004,-0.000253,0.000691,-0.003377,-0.00156,0.001607,-0.000555,0.005965,-0.003113
Murut,0.013659,-0.437355,-0.063859,-0.057925,0.149156,0.067678,-0.003055,-0.013153,-0.020248,-0.024784,0.071776,0.009192,-0.012983,0.00156,0.013255,0.010298,0.000522,0.006039,0.004818,-0.007712,-0.004326,-0.024937,-0.006491,-0.003414,-0.044587
Mwani,-0.613962,0.066009,0.0178,0.013695,0.000369,0.010263,-0.010998,0.018784,-0.023193,0.009294,0.000747,0.001529,-0.012042,0.001156,-0.014305,0.01005,-0.013351,0.009476,-0.009855,0.003026,-0.000973,-0.002127,0.001775,0.001374,0.001269
Nadar,0.022765,-0.09546,-0.171967,0.118219,-0.080938,0.06526,0.00047,0.019153,0.052972,0.036265,-0.004709,0.006294,-0.000595,0.009358,-0.003664,-0.002121,0.015125,-0.003294,-0.003645,0.004877,0.010357,0.000371,-0.000493,0.00253,-0.006347
Naga,0.019122,-0.438912,0.00181,-0.046641,0.034099,0.008478,0.004935,0.001892,0.001064,0.010096,-0.081162,-0.010401,0.013855,-0.003991,-0.010912,-0.002095,0.002895,-0.003193,-0.007089,0.006178,0.000699,0.026882,0.007691,-0.001783,0.041218
Nahua,0.056912,-0.304659,0.109742,0.089471,-0.106789,-0.012271,-0.272377,-0.320756,-0.013703,-0.016037,-0.007632,-0.000899,-0.000297,0.018029,-0.004479,0.012994,0.003129,0.001647,0.003142,-0.003377,-0.005989,0.004822,-0.00419,0.00253,0.00491
Nair,0.052196,-0.046134,-0.146592,0.098331,-0.075882,0.05781,0.00141,0.01167,0.029013,0.016583,-0.008421,-8.6e-05,-0.001147,-0.00234,-0.00064,-0.000492,-0.000652,-0.000633,0.000503,-0.003252,0.001854,-0.001908,-0.003204,-0.002513,-0.003849
